2025-07-06 20:52:35.273 [main] WARN  o.s.b.t.j.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer - 
2025-07-06 20:58:29.370 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'listenerContainerConfiguration' of type [org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration$$SpringCGLIB$$0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [org.apache.rocketmq.spring.annotation.RocketMQMessageListenerBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-06 20:58:29.423 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2025-07-06 20:58:29.431 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-06 20:58:29.442 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2025-07-06 20:58:29.448 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-06 20:58:29.452 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-07-06 20:58:29.833 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 0 (http)
2025-07-06 20:58:29.848 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - The ["http-nio-auto-1"] connector has been configured to support HTTP upgrade to [h2c]
2025-07-06 20:58:29.849 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-auto-1"]
2025-07-06 20:58:29.851 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-07-06 20:58:29.851 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2025-07-06 20:58:30.221 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2025-07-06 20:58:30.617 [main] INFO  io.seata.config.ConfigurationFactory - load Configuration from :Spring Configuration
2025-07-06 20:58:30.629 [main] INFO  io.seata.config.ConfigurationFactory - load Configuration from :Spring Configuration
2025-07-06 20:58:30.634 [main] INFO  io.seata.rm.datasource.AsyncWorker - Async Commit Buffer Limit: 10000
2025-07-06 20:58:30.640 [main] INFO  io.seata.rm.datasource.xa.ResourceManagerXA - ResourceManagerXA init ...
2025-07-06 20:58:30.792 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-2} inited
2025-07-06 20:58:31.056 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-07-06 20:58:31.202 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2025-07-06 20:58:31.276 [main] INFO  o.hibernate.cache.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-07-06 20:58:31.649 [main] INFO  o.s.o.j.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-07-06 20:58:31.740 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-07-06 20:58:31.743 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2025-07-06 20:58:32.150 [main] INFO  o.h.e.t.jta.platform.internal.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-07-06 20:58:32.157 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-07-06 20:58:32.228 [main] INFO  com.bgpay.bgai.config.SeataDisableConfiguration - SeataDisableConfiguration已加载，Seata在测试环境中被禁用
2025-07-06 20:58:32.228 [main] INFO  com.bgpay.bgai.config.SeataDisableConfiguration - 设置系统属性: seata.enabled=false, saga.enabled=false
2025-07-06 20:58:32.768 [main] INFO  com.bgpay.bgai.service.deepseek.FileTypeService - 开始刷新文件类型缓存
2025-07-06 20:58:32.935 [main] DEBUG com.bgpay.bgai.mapper.FileTypeMapper.selectList - ==>  Preparing: SELECT id,mime_type,extensions,magic_numbers,is_active FROM mime_type_config WHERE (is_active = ?)
2025-07-06 20:58:32.958 [main] DEBUG com.bgpay.bgai.mapper.FileTypeMapper.selectList - ==> Parameters: true(Boolean)
2025-07-06 20:58:33.007 [main] DEBUG com.bgpay.bgai.mapper.FileTypeMapper.selectList - <==      Total: 52
2025-07-06 20:58:33.013 [main] DEBUG c.b.bgai.mapper.AllowedFileTypeMapper.selectList - ==>  Preparing: SELECT mime_type FROM allowed_file_type WHERE (is_allowed = ?)
2025-07-06 20:58:33.014 [main] DEBUG c.b.bgai.mapper.AllowedFileTypeMapper.selectList - ==> Parameters: true(Boolean)
2025-07-06 20:58:33.026 [main] DEBUG c.b.bgai.mapper.AllowedFileTypeMapper.selectList - <==      Total: 11
2025-07-06 20:58:33.027 [main] INFO  com.bgpay.bgai.service.deepseek.FileTypeService - 文件类型缓存刷新完成，共加载 52 个MIME类型配置和 11 个允许的文件类型
2025-07-06 20:58:33.329 [main] INFO  c.bgpay.bgai.config.NacosRouteDefinitionRepository - 初始化Nacos路由定义存储库
2025-07-06 20:58:33.331 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-07-06 20:58:33.331 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-07-06 20:58:33.332 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 646f6290-97b5-4f9c-b061-8fc49fc44435_config-0
2025-07-06 20:58:33.332 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x000002548160f878
2025-07-06 20:58:33.332 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x000002548160fc88
2025-07-06 20:58:33.332 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2025-07-06 20:58:33.332 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2025-07-06 20:58:33.332 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Try to connect to server on start up, server: {serverIp = '8.133.246.113', server main port = 8848}
2025-07-06 20:58:33.333 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.133.246.113 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-07-06 20:58:33.505 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Success to connect to server [8.133.246.113:8848] on start up, connectionId = 1751806713249_139.226.176.198_12697
2025-07-06 20:58:33.505 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-07-06 20:58:33.505 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Notify connected event to listeners.
2025-07-06 20:58:33.505 [main] INFO  com.alibaba.nacos.common.remote.client - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000002548174ec00
2025-07-06 20:58:33.505 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [646f6290-97b5-4f9c-b061-8fc49fc44435_config-0] Connected,notify listen context...
2025-07-06 20:58:33.516 [main] WARN  c.bgpay.bgai.config.NacosRouteDefinitionRepository - Nacos中未找到路由定义配置
2025-07-06 20:58:33.519 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-07-06 20:58:33.520 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [subscribe] gateway-routes+DEFAULT_GROUP+d750d92e-152f-4055-a641-3bc9dda85a29
2025-07-06 20:58:33.528 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [add-listener] ok, tenant=d750d92e-152f-4055-a641-3bc9dda85a29, dataId=gateway-routes, group=DEFAULT_GROUP, cnt=1
2025-07-06 20:58:33.544 [main] INFO  c.bgpay.bgai.service.impl.DynamicRouteServiceImpl - 初始化动态路由服务
2025-07-06 20:58:33.547 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-07-06 20:58:33.547 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-07-06 20:58:33.550 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 36ab9bea-b31e-420d-af46-8566e2422745_config-0
2025-07-06 20:58:33.550 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x000002548160f878
2025-07-06 20:58:33.550 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x000002548160fc88
2025-07-06 20:58:33.550 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2025-07-06 20:58:33.550 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2025-07-06 20:58:33.550 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Try to connect to server on start up, server: {serverIp = '8.133.246.113', server main port = 8848}
2025-07-06 20:58:33.551 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.133.246.113 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-07-06 20:58:33.691 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Success to connect to server [8.133.246.113:8848] on start up, connectionId = 1751806713441_139.226.176.198_12700
2025-07-06 20:58:33.691 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-07-06 20:58:33.691 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Notify connected event to listeners.
2025-07-06 20:58:33.691 [main] INFO  com.alibaba.nacos.common.remote.client - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000002548174ec00
2025-07-06 20:58:33.691 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [36ab9bea-b31e-420d-af46-8566e2422745_config-0] Connected,notify listen context...
2025-07-06 20:58:33.716 [main] WARN  c.bgpay.bgai.service.impl.DynamicRouteServiceImpl - Nacos中没有找到路由配置，使用默认配置
2025-07-06 20:58:33.716 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [subscribe] gateway-routes+DEFAULT_GROUP+d750d92e-152f-4055-a641-3bc9dda85a29
2025-07-06 20:58:33.716 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [add-listener] ok, tenant=d750d92e-152f-4055-a641-3bc9dda85a29, dataId=gateway-routes, group=DEFAULT_GROUP, cnt=1
2025-07-06 20:58:33.717 [main] INFO  c.bgpay.bgai.service.impl.DynamicRouteServiceImpl - 注册Nacos配置监听器成功
2025-07-06 20:58:33.725 [main] INFO  com.bgpay.bgai.config.NacosRouteConfigListener - 初始化Nacos路由配置监听器
2025-07-06 20:58:33.726 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-07-06 20:58:33.726 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-07-06 20:58:33.727 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0
2025-07-06 20:58:33.727 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x000002548160f878
2025-07-06 20:58:33.727 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x000002548160fc88
2025-07-06 20:58:33.727 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2025-07-06 20:58:33.727 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2025-07-06 20:58:33.728 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Try to connect to server on start up, server: {serverIp = '8.133.246.113', server main port = 8848}
2025-07-06 20:58:33.728 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.133.246.113 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"OPENSSL","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-07-06 20:58:33.876 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Success to connect to server [8.133.246.113:8848] on start up, connectionId = 1751806713617_139.226.176.198_12701
2025-07-06 20:58:33.876 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-07-06 20:58:33.876 [main] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000002548174ec00
2025-07-06 20:58:33.876 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.common.remote.client - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Notify connected event to listeners.
2025-07-06 20:58:33.876 [com.alibaba.nacos.client.remote.worker] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [cb0ce9cf-8eb2-42aa-9c1b-c722c0959a63_config-0] Connected,notify listen context...
2025-07-06 20:58:33.918 [main] WARN  com.bgpay.bgai.config.NacosRouteConfigListener - Nacos中未找到路由配置数据
2025-07-06 20:58:33.920 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [subscribe] gateway-routes+DEFAULT_GROUP+d750d92e-152f-4055-a641-3bc9dda85a29
2025-07-06 20:58:33.920 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-d750d92e-152f-4055-a641-3bc9dda85a29-8.133.246.113_8848] [add-listener] ok, tenant=d750d92e-152f-4055-a641-3bc9dda85a29, dataId=gateway-routes, group=DEFAULT_GROUP, cnt=1
2025-07-06 20:58:34.275 [main] INFO  com.bgpay.bgai.config.RestTemplateConfig - Creating RestTemplate bean using SimpleClientHttpRequestFactory
2025-07-06 20:58:34.306 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-07-06 20:58:34.308 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-07-06 20:58:34.319 [main] INFO  com.bgpay.bgai.service.impl.UserServiceImpl - 从WebServerApplicationContext获取实际端口: 8080
2025-07-06 20:58:34.320 [main] INFO  com.bgpay.bgai.service.impl.UserServiceImpl - 初始化SSO配置: clientId=bgai-client-id, 使用端口=8080
2025-07-06 20:58:34.320 [main] INFO  com.bgpay.bgai.service.impl.UserServiceImpl - SSO URL配置已更新: redirectUri=http://localhost:8080/api/auth/callback, 系统实际运行端口=8080
2025-07-06 20:58:35.501 [main] INFO  com.bgpay.bgai.controller.AuthController - 初始化认证控制器: clientId=bgai-client-id, 配置的端口=0
2025-07-06 20:58:35.502 [main] INFO  com.bgpay.bgai.controller.AuthController - 更新认证控制器redirectUri端口: http://localhost:8080/api/auth/callback → http://localhost:0/api/auth/callback
2025-07-06 20:58:35.502 [main] INFO  com.bgpay.bgai.controller.AuthController - 认证控制器URL配置已更新: redirectUri=http://localhost:0/api/auth/callback, 系统实际运行端口=0
2025-07-06 20:58:36.898 [main] INFO  org.redisson.Version - Redisson 3.24.3
2025-07-06 20:58:37.067 [redisson-netty-5-6] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 8.133.246.113/8.133.246.113:6379
2025-07-06 20:58:37.143 [redisson-netty-5-11] INFO  org.redisson.connection.pool.MasterConnectionPool - 4 connections initialized for 8.133.246.113/8.133.246.113:6379
2025-07-06 20:58:37.650 [main] INFO  com.bgpay.bgai.service.mq.RocketMQProducerService - Initializing RocketMQProducerService with producer group: billing-producer-group, nameServer: 8.133.246.113:9876
2025-07-06 20:58:37.659 [main] INFO  com.bgpay.bgai.service.mq.RocketMQProducerService - RocketMQ producer started successfully
2025-07-06 20:58:38.413 [main] WARN  i.s.s.b.a.provider.SpringBootConfigurationProvider - The get method not found for the field 'SeataProperties#accesskey'.
2025-07-06 20:58:38.413 [main] WARN  i.s.s.b.a.provider.SpringBootConfigurationProvider - The get method not found for the field 'SeataProperties#secretkey'.
2025-07-06 20:58:38.419 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 加载到2个Saga状态机定义文件
2025-07-06 20:58:38.566 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 开始解析状态机定义: bgai-saga-transaction
2025-07-06 20:58:38.567 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机 [bgai-saga-transaction] 原始版本: 0.0.5, 动态生成的新版本: 250706.205838.77ee
2025-07-06 20:58:38.567 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机定义解析成功: bgai-saga-transaction, 已更新版本号: 250706.205838.77ee
2025-07-06 20:58:38.567 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 成功加载状态机定义: /E:/project/bgai/target/classes/statelang/bgai-saga-transaction.json
2025-07-06 20:58:38.571 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 开始解析状态机定义: ChatCompletionSaga
2025-07-06 20:58:38.571 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机 [ChatCompletionSaga] 原始版本: 0.0.5, 动态生成的新版本: 250706.205838.e98e
2025-07-06 20:58:38.572 [main] INFO  com.bgpay.bgai.saga.CustomSagaJsonParser - 状态机定义解析成功: ChatCompletionSaga, 已更新版本号: 250706.205838.e98e
2025-07-06 20:58:38.572 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 成功加载状态机定义: /E:/project/bgai/target/classes/statelang/chat_completion_saga.json
2025-07-06 20:58:38.572 [main] INFO  com.bgpay.bgai.seata.SagaStateMachineConfig - 已设置saga.state-machine.auto-register=false，防止状态机重复注册
2025-07-06 20:58:38.742 [main] INFO  c.b.b.controller.ServiceDiscoveryExampleController - ServiceDiscoveryExampleController initialized with: serviceDiscoveryUtils=available, loadBalancedWebClient=available, loadBalancedRestTemplate=available, restTemplate=available
2025-07-06 20:58:38.923 [main] INFO  com.bgpay.bgai.service.mq.MQConsumerService - MQ consumer startup successful [group=billing-consumer-group, topic=BILLING_TOPIC, tag=USER_BILLING]
2025-07-06 20:58:38.923 [main] INFO  c.bgpay.bgai.service.mq.RocketMQBillingServiceImpl - Billing consumer initialized successfully. Ready to process unconsumed messages.
2025-07-06 20:58:39.954 [main] INFO  com.bgpay.bgai.seata.SeataTransactionListener - Seata事务监听器初始化
2025-07-06 20:58:39.954 [main] INFO  com.bgpay.bgai.seata.SeataTransactionListener - 已设置seata.saga.state-machine.auto-register=false，防止状态机重复注册
2025-07-06 20:58:40.207 [main] INFO  o.a.r.s.autoconfigure.RocketMQAutoConfiguration - a producer (billing-producer-group) init on namesrv 8.133.246.113:9876
2025-07-06 20:58:40.267 [main] DEBUG com.bgpay.bgai.config.AsyncConfig$1 - Initializing ExecutorService 'blockingExecutor'
2025-07-06 20:58:40.306 [main] INFO  com.bgpay.bgai.config.GatewayRouteConfig - 初始化默认路由配置
2025-07-06 20:58:40.458 [main] INFO  c.b.bgai.config.NacosConfig$NacosWarningHandler - Nacos警告处理器已启用，将忽略配置中心连接警告
2025-07-06 20:58:40.516 [main] INFO  com.bgpay.bgai.seata.SeataAuthConfig - Seata Saga配置加载
2025-07-06 20:58:40.516 [main] INFO  com.bgpay.bgai.seata.SeataAuthConfig - 状态机自动注册设置: 禁用
2025-07-06 20:58:40.516 [main] INFO  com.bgpay.bgai.seata.SeataAuthConfig - 状态机自动注册已禁用，这将防止重复注册错误
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [After]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Before]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Between]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Cookie]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Header]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Host]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Method]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Path]
2025-07-06 20:58:42.105 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Query]
2025-07-06 20:58:42.106 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [ReadBody]
2025-07-06 20:58:42.106 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [RemoteAddr]
2025-07-06 20:58:42.106 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2025-07-06 20:58:42.106 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Weight]
2025-07-06 20:58:42.106 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2025-07-06 20:58:42.996 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
